-1.3831062,-0.13611352,1.01019356,49.795176,-0.362712,-0.932688
-1.3831062,-0.13611352,0.98479356,49.48428,-0.207264,-1.088136
-1.3831062,-0.13611352,0.95939356,49.121568,-0.25908,-1.2954
-1.3831062,-0.13611352,0.93399356,48.810672,-0.25908,-1.399032
-1.3831062,-0.13611352,0.90859356,48.44796,-0.25908,-1.606296
-1.3831062,-0.13611352,0.88319356,48.137064,-0.310896,-1.81356
-1.3831062,-0.13611352,0.85779356,47.774352,-0.362712,-1.865376
-1.3831062,-0.13611352,0.83239356,47.463456,-0.414528,-1.917192
-1.3831062,-0.13611352,0.80699356,47.15256,-0.25908,-2.07264
-1.3831062,-0.13611352,0.78159356,46.738032,-0.51816,-2.020824
-1.3831062,-0.13611352,0.75619356,46.478952,-0.310896,-2.176272
-1.3831062,-0.13611352,0.73079356,46.219872,-0.207264,-2.279904
-1.3831062,-0.13611352,0.70539356,45.908976,-0.207264,-2.279904
-1.3831062,-0.13611352,0.67999356,45.701712,-0.362712,-2.33172
-1.3831062,-0.13611352,0.65459356,45.494448,-0.207264,-2.33172
-1.3831062,-0.13611352,0.62919356,45.235368,-0.362712,-2.33172
-1.3831062,-0.13611352,0.60379356,45.07992,-0.155448,-2.383536
-1.3831062,-0.13611352,0.57839356,44.872656,-0.155448,-2.383536
-1.3831062,-0.13611352,0.55299356,44.717208,-0.103632,-2.383536
-1.3831062,-0.13611352,0.52759356,44.613576,0,-2.279904
-1.3831062,-0.13611352,0.50219356,44.458128,-0.103632,-2.228088
-1.3831062,-0.13611352,0.47679356,44.406312,-0.051816,-2.176272
-1.3831062,-0.13611352,0.45139356,44.30268,-0.051816,-2.176272
-1.3831062,-0.13611352,0.42599356,44.250864,-0.25908,-2.07264
-1.3831062,-0.13611352,0.40059356,44.250864,-0.207264,-2.124456
-1.3831062,-0.13611352,0.37519356,44.199048,-0.25908,-2.020824
-1.3831062,-0.13611352,0.34979356,44.199048,-0.103632,-1.865376
